"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","source_name_ch2","organism_ch2","characteristics_ch2","treatment_protocol_ch2","growth_protocol_ch2","molecule_ch2","extract_protocol_ch2","label_ch2","label_protocol_ch2","taxid_ch2","hyb_protocol","scan_protocol","description","description.1","data_processing","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count"
"GSM211198","Metastatic Prostate Cancer  10","GSM211198","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Metastatic Prostate Cancer  10","Homo sapiens","Metastatic tissue from soft tissue, collected by warm autopsy",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Metastatic tissue from soft tissue, collected by warm autopsy","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211198/GSM211198.txt.gz","43931"
"GSM211199","Metastatic Prostate Cancer  11","GSM211199","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Metastatic Prostate Cancer  11","Homo sapiens","Metatstatic tissue from the liver, collected by warm autopsy",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Metatstatic tissue from the liver, collected by warm autopsy","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211199/GSM211199.txt.gz","43931"
"GSM211200","Metastatic Prostate Cancer  12","GSM211200","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Metastatic Prostate Cancer  12","Homo sapiens","Metatstatic tissue from the liver, collected by warm autopsy",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Metatstatic tissue from the liver, collected by warm autopsy","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211200/GSM211200.txt.gz","43931"
"GSM211201","Benign Prostate  1","GSM211201","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  1","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211201/GSM211201.txt.gz","43931"
"GSM211202","Benign Prostate  2","GSM211202","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  2","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211202/GSM211202.txt.gz","43931"
"GSM211203","Benign Prostate  3","GSM211203","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  3","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211203/GSM211203.txt.gz","43931"
"GSM211204","Benign Prostate  4","GSM211204","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  4","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211204/GSM211204.txt.gz","43931"
"GSM211205","Benign Prostate  5","GSM211205","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  5","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211205/GSM211205.txt.gz","43931"
"GSM211206","Benign Prostate  6","GSM211206","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  6","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211206/GSM211206.txt.gz","43931"
"GSM211207","Benign Prostate  7","GSM211207","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  7","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211207/GSM211207.txt.gz","43931"
"GSM211208","Benign Prostate  8","GSM211208","Public on Mar 30 2011","Jul 18 2007","Mar 30 2011","RNA","2","Benign prostate pool","Homo sapiens","Clontech, Mountain View, CA, catalog 636550",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy3","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","Benign Prostate  8","Homo sapiens","Benign prostate tissue",NA,NA,"total RNA","Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions.","cy5","One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","9606","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agilent).","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k format two-color arrays.","Benign prostate tissue","","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1). Spot values were normalized using the default linear-lowess normalization. Samples M5a and M5b were isolated from the same patient and normalized values were averaged before data analysis.","GPL1708","Laila,M,Poisson","lpoisso1@hfhs.org","Biostatistics and Research Epidemiology","Henry Ford Health Systems","1 Ford Place","Detroit","MI","48202","USA","ftp://ftp.ncbi.nih.gov/pub/geo/DATA/supplementary/samples/GSM211nnn/GSM211208/GSM211208.txt.gz","43931"
