Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM268293,Patient 033 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268293/suppl,,Robert B. Jenkins,10-Jun-08
GSM268294,Patient 043 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268294/suppl,,Robert B. Jenkins,10-Jun-08
GSM268295,Patient 051 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268295/suppl,,Robert B. Jenkins,10-Jun-08
GSM268296,Patient 061 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268296/suppl,,Robert B. Jenkins,10-Jun-08
GSM268297,Patient 070 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268297/suppl,,Robert B. Jenkins,10-Jun-08
GSM268298,Patient 087 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268298/suppl,,Robert B. Jenkins,10-Jun-08
GSM268299,Patient 095 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268299/suppl,,Robert B. Jenkins,10-Jun-08
GSM268300,Patient 002 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268300/suppl,,Robert B. Jenkins,10-Jun-08
GSM268301,Patient 011 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268301/suppl,,Robert B. Jenkins,10-Jun-08
GSM268302,Patient 019 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268302/suppl,,Robert B. Jenkins,10-Jun-08
GSM268303,Patient 026 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268303/suppl,,Robert B. Jenkins,10-Jun-08
GSM268304,Patient 035 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268304/suppl,,Robert B. Jenkins,10-Jun-08
GSM268305,Patient 044 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268305/suppl,,Robert B. Jenkins,10-Jun-08
GSM268306,Patient 053 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268306/suppl,,Robert B. Jenkins,10-Jun-08
GSM268307,Patient 062 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268307/suppl,,Robert B. Jenkins,10-Jun-08
GSM268308,Patient 071 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268308/suppl,,Robert B. Jenkins,10-Jun-08
GSM268309,Patient 080 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268309/suppl,,Robert B. Jenkins,10-Jun-08
GSM268310,Patient 088 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268310/suppl,,Robert B. Jenkins,10-Jun-08
GSM268311,Patient 096 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268311/suppl,,Robert B. Jenkins,10-Jun-08
GSM268312,Patient 003 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268312/suppl,,Robert B. Jenkins,10-Jun-08
GSM268313,Patient 012 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268313/suppl,,Robert B. Jenkins,10-Jun-08
GSM268314,Patient 020 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268314/suppl,,Robert B. Jenkins,10-Jun-08
GSM268315,Patient 027 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268315/suppl,,Robert B. Jenkins,10-Jun-08
GSM268316,Patient 045 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268316/suppl,,Robert B. Jenkins,10-Jun-08
GSM268317,Patient 054 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268317/suppl,,Robert B. Jenkins,10-Jun-08
GSM268318,Patient 063 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268318/suppl,,Robert B. Jenkins,10-Jun-08
GSM268319,Patient 072 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268319/suppl,,Robert B. Jenkins,10-Jun-08
GSM268320,Patient 081 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268320/suppl,,Robert B. Jenkins,10-Jun-08
GSM268321,Patient 089 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268321/suppl,,Robert B. Jenkins,10-Jun-08
GSM268322,Patient 098 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268322/suppl,,Robert B. Jenkins,10-Jun-08
GSM268323,Patient 013 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268323/suppl,,Robert B. Jenkins,10-Jun-08
GSM268324,Patient 021 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268324/suppl,,Robert B. Jenkins,10-Jun-08
GSM268325,Patient 029 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268325/suppl,,Robert B. Jenkins,10-Jun-08
GSM268326,Patient 037 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268326/suppl,,Robert B. Jenkins,10-Jun-08
GSM268327,Patient 046 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268327/suppl,,Robert B. Jenkins,10-Jun-08
GSM268328,Patient 055 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268328/suppl,,Robert B. Jenkins,10-Jun-08
GSM268329,Patient 064 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268329/suppl,,Robert B. Jenkins,10-Jun-08
GSM268330,Patient 073 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268330/suppl,,Robert B. Jenkins,10-Jun-08
GSM268331,Patient 082 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268331/suppl,,Robert B. Jenkins,10-Jun-08
GSM268332,Patient 101 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268332/suppl,,Robert B. Jenkins,10-Jun-08
GSM268333,Patient 005 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268333/suppl,,Robert B. Jenkins,10-Jun-08
GSM268334,Patient 014 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268334/suppl,,Robert B. Jenkins,10-Jun-08
GSM268335,Patient 022 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268335/suppl,,Robert B. Jenkins,10-Jun-08
GSM268336,Patient 030 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268336/suppl,,Robert B. Jenkins,10-Jun-08
GSM268337,Patient 038 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268337/suppl,,Robert B. Jenkins,10-Jun-08
GSM268338,Patient 047 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268338/suppl,,Robert B. Jenkins,10-Jun-08
GSM268339,Patient 056 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268339/suppl,,Robert B. Jenkins,10-Jun-08
GSM268340,Patient 065 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268340/suppl,,Robert B. Jenkins,10-Jun-08
GSM268341,Patient 074 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268341/suppl,,Robert B. Jenkins,10-Jun-08
GSM268342,Patient 083 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268342/suppl,,Robert B. Jenkins,10-Jun-08
GSM268343,Patient 091 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268343/suppl,,Robert B. Jenkins,10-Jun-08
GSM268344,Patient 102 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268344/suppl,,Robert B. Jenkins,10-Jun-08
GSM268345,Patient 006 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268345/suppl,,Robert B. Jenkins,10-Jun-08
GSM268346,Patient 015 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268346/suppl,,Robert B. Jenkins,10-Jun-08
GSM268347,Patient 023 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268347/suppl,,Robert B. Jenkins,10-Jun-08
GSM268348,Patient 031 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268348/suppl,,Robert B. Jenkins,10-Jun-08
GSM268349,Patient 039 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268349/suppl,,Robert B. Jenkins,10-Jun-08
GSM268350,Patient 057 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268350/suppl,,Robert B. Jenkins,10-Jun-08
GSM268351,Patient 066 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268351/suppl,,Robert B. Jenkins,10-Jun-08
GSM268352,Patient 076 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268352/suppl,,Robert B. Jenkins,10-Jun-08
GSM268353,Patient 084 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268353/suppl,,Robert B. Jenkins,10-Jun-08
GSM268354,Patient 092 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268354/suppl,,Robert B. Jenkins,10-Jun-08
GSM268355,Patient 103 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268355/suppl,,Robert B. Jenkins,10-Jun-08
GSM268356,Patient 138 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268356/suppl,,Robert B. Jenkins,10-Jun-08
GSM268357,Patient 146 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268357/suppl,,Robert B. Jenkins,10-Jun-08
GSM268358,Patient 154 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268358/suppl,,Robert B. Jenkins,10-Jun-08
GSM268359,Patient 163 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268359/suppl,,Robert B. Jenkins,10-Jun-08
GSM268360,Patient 173 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268360/suppl,,Robert B. Jenkins,10-Jun-08
GSM268361,Patient 181 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268361/suppl,,Robert B. Jenkins,10-Jun-08
GSM268362,Patient 188 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268362/suppl,,Robert B. Jenkins,10-Jun-08
GSM268363,Patient 195 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268363/suppl,,Robert B. Jenkins,10-Jun-08
GSM268364,Patient 111 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268364/suppl,,Robert B. Jenkins,10-Jun-08
GSM268365,Patient 121 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268365/suppl,,Robert B. Jenkins,10-Jun-08
GSM268366,Patient 130 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268366/suppl,,Robert B. Jenkins,10-Jun-08
GSM268367,Patient 139 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268367/suppl,,Robert B. Jenkins,10-Jun-08
GSM268368,Patient 147 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268368/suppl,,Robert B. Jenkins,10-Jun-08
GSM268369,Patient 155 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268369/suppl,,Robert B. Jenkins,10-Jun-08
GSM268370,Patient 164 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268370/suppl,,Robert B. Jenkins,10-Jun-08
GSM268371,Patient 174 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268371/suppl,,Robert B. Jenkins,10-Jun-08
GSM268372,Patient 182 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268372/suppl,,Robert B. Jenkins,10-Jun-08
GSM268373,Patient 198 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268373/suppl,,Robert B. Jenkins,10-Jun-08
GSM268374,Patient 104 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268374/suppl,,Robert B. Jenkins,10-Jun-08
GSM268375,Patient 113 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268375/suppl,,Robert B. Jenkins,10-Jun-08
GSM268376,Patient 122 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268376/suppl,,Robert B. Jenkins,10-Jun-08
GSM268377,Patient 132 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268377/suppl,,Robert B. Jenkins,10-Jun-08
GSM268378,Patient 140 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268378/suppl,,Robert B. Jenkins,10-Jun-08
GSM268379,Patient 148 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268379/suppl,,Robert B. Jenkins,10-Jun-08
GSM268380,Patient 165 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268380/suppl,,Robert B. Jenkins,10-Jun-08
GSM268381,Patient 175 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268381/suppl,,Robert B. Jenkins,10-Jun-08
GSM268382,Patient 183 Core Set (custom panel),RNA,Homo sapiens,1,GPL5873,GSE10645,IDAT;JPG;XML,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM268nnn/GSM268382/suppl,,Robert B. Jenkins,10-Jun-08
