"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","data_processing","platform_id","contact_name","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","relation"
"GSM527868","Prostate tumor PCA0013 transcript","GSM527868","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0013","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T1C","pathological_stage: T3A","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527868/GSM527868_YX_Exon1_PCA0013.CEL.gz","43419","Alternative to: GSM526144 (gene-level analysis)"
"GSM527869","Prostate tumor PCA0014 transcript","GSM527869","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0014","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T1C","pathological_stage: T2C","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527869/GSM527869_YX_Exon1_PCA0014.CEL.gz","43419","Alternative to: GSM526145 (gene-level analysis)"
"GSM527870","Prostate tumor PCA0015 transcript","GSM527870","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0015","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T2C","pathological_stage: T3A","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527870/GSM527870_YX_Exon1_PCA0015.CEL.gz","43419","Alternative to: GSM526146 (gene-level analysis)"
"GSM527871","Prostate tumor PCA0017 transcript","GSM527871","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0017","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T2A","pathological_stage: T3A","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527871/GSM527871_YX_Exon1_PCA0017.CEL.gz","43419","Alternative to: GSM526147 (gene-level analysis)"
"GSM527872","Prostate tumor PCA0018 transcript","GSM527872","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0018","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T2A","pathological_stage: T3A","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527872/GSM527872_YX_Exon1_PCA0018.CEL.gz","43419","Alternative to: GSM526148 (gene-level analysis)"
"GSM527873","Prostate tumor PCA0020 transcript","GSM527873","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0020","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T2B","pathological_stage: T3A","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527873/GSM527873_YX_Exon1_PCA0020.CEL.gz","43419","Alternative to: GSM526149 (gene-level analysis)"
"GSM527874","Prostate tumor PCA0021 transcript","GSM527874","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0021","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T2C","pathological_stage: T3A","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527874/GSM527874_YX_Exon1_PCA0021.CEL.gz","43419","Alternative to: GSM526150 (gene-level analysis)"
"GSM527875","Prostate tumor PCA0022 transcript","GSM527875","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0022","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T1C","pathological_stage: T2C","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527875/GSM527875_YX_Exon1_PCA0022.CEL.gz","43419","Alternative to: GSM526151 (gene-level analysis)"
"GSM527876","Prostate tumor PCA0024 transcript","GSM527876","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0024","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T1C","pathological_stage: T2C","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527876/GSM527876_YX_Exon1_PCA0024.CEL.gz","43419","Alternative to: GSM526152 (gene-level analysis)"
"GSM527877","Prostate tumor PCA0025 transcript","GSM527877","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0025","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 7","clint_stage: T2B","pathological_stage: T2C","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527877/GSM527877_YX_Exon1_PCA0025.CEL.gz","43419","Alternative to: GSM526153 (gene-level analysis)"
"GSM527878","Prostate tumor PCA0026 transcript","GSM527878","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0026","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 6","clint_stage: T1C","pathological_stage: T2A","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527878/GSM527878_YX_Exon1_PCA0026.CEL.gz","43419","Alternative to: GSM526154 (gene-level analysis)"
"GSM527879","Prostate tumor PCA0027 transcript","GSM527879","Public on Jun 24 2010","Mar 29 2010","Jun 15 2010","RNA","1","human prostate","Homo sapiens","sample id: PCA0027","tissue: Prostate","disease status: prostate cancer","tumor type: Primary tumor","biopsy_gleason_grade: 5","clint_stage: T1C","pathological_stage: T2B","total RNA","Total RNA was isolaged using TRIzol@Reagent Total RNA Isoloation (Invitrogen), quantified with Thermo Scientific NanoDrop 1000 Spectrophotometer, and quality controlled with RNA 6000 picoAssay and Bioanalyzer 2100 (Agilent).","biotin","Per manufacturer's instructions with the Affymetrix WT Sense Target Labeling Assay","9606","Per manufacturer's instructions","Affymetrix high-numeric aperture and flying objective lens (FOL) GS3000 scanner","exon and whole-transcript expression profiling","Images were quantified using the GeneChip Operating Software (GCOS) version 1.4. Data were processed with Aroma Affymetrix using standard RMA background adjustment and quantile normalization","GPL10264","Barry,Stephen,Taylor","Memorial Sloan-Kettering Cancer Center","1275 York Avenue, Box #460","New York","NY","10065","USA","ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM527nnn/GSM527879/GSM527879_YX_Exon1_PCA0027.CEL.gz","43419","Alternative to: GSM526155 (gene-level analysis)"
