"","DemixT"
"TCGA.FC.7961.01",0.489615333065168
"TCGA.HC.7212.01",0.428732819831939
"TCGA.EJ.7123.01",0.329626352797798
"TCGA.HC.A631.01",0.487996125426597
"TCGA.CH.5768.01",0.468993272302209
"TCGA.G9.6365.01",0.329746506145664
"TCGA.KK.A8IB.01",0.429658270396861
"TCGA.G9.6364.01",0.329529208508091
"TCGA.CH.5772.01",0.468511495457669
"TCGA.G9.7522.01",0.448728403833307
"TCGA.KC.A7FE.01",0.470173926291628
"TCGA.J4.A83M.01",0.429748007537398
"TCGA.V1.A8MG.01",0.329608938020799
"TCGA.VP.A875.01",0.488462670108444
"TCGA.G9.6329.01",0.329679819502893
"TCGA.YJ.A8SW.01",0.650646005165913
"TCGA.KC.A7F3.01",0.329679819502893
"TCGA.EJ.5521.01",0.469759612528545
"TCGA.HC.7213.01",0.329294020955633
"TCGA.VN.A88L.01",0.329424521260383
"TCGA.CH.5766.01",0.448369254265129
"TCGA.VP.A872.01",0.489375638581297
"TCGA.KK.A8IH.01",0.490072280978667
"TCGA.J9.A8CN.01",0.670482104809327
"TCGA.CH.5739.01",0.429207448230243
"TCGA.KK.A8I8.01",0.329302464375572
"TCGA.EJ.5517.01",0.429447659564816
"TCGA.VN.A88P.01",0.429316402017044
"TCGA.EJ.8474.01",0.429577072622838
"TCGA.EJ.A65E.01",0.469418887977719
"TCGA.EJ.5499.01",0.329475784251287
"TCGA.EJ.5518.01",0.508826303762004
"TCGA.KK.A8I6.01",0.329517535752933
"TCGA.J9.A8CL.01",0.488894105328471
"TCGA.HI.7171.01",0.329540498949284
"TCGA.EJ.5495.01",0.429854447033551
"TCGA.CH.5754.01",0.429526192005562
"TCGA.KK.A8IC.01",0.429259404873782
"TCGA.EJ.7115.01",0.429808530290452
"TCGA.G9.6366.01",0.648268467003668
"TCGA.KK.A8IL.01",0.488753774108124
"TCGA.YL.A9WI.01",0.489009835790133
"TCGA.V1.A8WW.01",0.669978772545037
"TCGA.CH.5789.01",0.389608826675848
"TCGA.FC.A4JI.01",0.585335173672739
"TCGA.EJ.A6RA.01",0.329422898281114
"TCGA.EJ.5515.01",0.448887387732484
"TCGA.EJ.A6RC.01",0.329570666234134
"TCGA.KK.A8IF.01",0.650054623392395
"TCGA.VP.A879.01",0.329818716099958
"TCGA.EJ.5508.01",0.329300469030751
"TCGA.HC.7079.01",0.470512611480468
"TCGA.J4.A6G3.01",0.470053407074104
"TCGA.2A.A8W1.01",0.329330666805577
"TCGA.HC.7747.01",0.449148285152065
"TCGA.KK.A6E6.01",0.490150225284123
"TCGA.J4.8200.01",0.42970635743854
"TCGA.HC.8260.01",0.449319218251495
"TCGA.J4.A67T.01",0.329515812829308
"TCGA.CH.5740.01",0.429260837036226
"TCGA.G9.6361.01",0.469543953702664
"TCGA.HC.7740.01",0.470617985097331
