"","DemixT"
"GSM3934581",0.650402334005915
"GSM3934582",0.569603126630508
"GSM3934584",0.650025992816356
"GSM3934585",0.529702802329659
"GSM3934586",0.409578386460816
"GSM3934589",0.569904167729252
"GSM3934590",0.669824749381082
"GSM3934592",0.610079954022904
"GSM3934593",0.409746599905619
"GSM3934594",0.610482355222804
"GSM3934595",0.68872790609906
"GSM3934596",0.410048498527707
"GSM3934597",0.509967942134739
"GSM3934599",0.729578176928737
"GSM3934600",0.449851041454902
"GSM3934601",0.549958632054377
"GSM3934602",0.569898332253309
"GSM3934603",0.611043384341469
"GSM3934604",0.510034954082051
"GSM3934605",0.350516718731776
"GSM3934606",0.69150650676336
"GSM3934607",0.409697058111541
"GSM3934608",0.64961812960029
"GSM3934609",0.609915283789246
"GSM3934610",0.66951923158454
"GSM3934611",0.650435750124166
"GSM3934612",0.169214916527296
"GSM3934613",0.669067440236771
"GSM3934615",0.529733392238324
"GSM3934616",0.42991902976052
"GSM3934618",0.609383378802628
"GSM3934619",0.650449192361508
"GSM3934620",0.589752899986714
"GSM3934621",0.650425038927456
"GSM3934622",0.670563112932642
"GSM3934623",0.729310765997631
"GSM3934624",0.590347604811286
"GSM3934625",0.610278429577853
"GSM3934626",0.630166836542272
"GSM3934627",0.830085979227727
"GSM3934628",0.630437309059459
"GSM3934629",0.730199318725003
"GSM3934630",0.509090293101754
"GSM3934633",0.609616630860211
"GSM3934634",0.868387593180892
"GSM3934635",0.550096888498207
"GSM3934637",0.610029641300385
"GSM3934639",0.670232285056516
"GSM3934640",0.409631897523473
"GSM3934641",0.549621536618702
"GSM3934642",0.649675169013139
"GSM3934643",0.610549208761667
"GSM3934645",0.551070034527387
"GSM3934646",0.669588170018729
"GSM3934647",0.689999889681736
"GSM3934648",0.329460494761958
"GSM3934650",0.56953342305391
"GSM3934652",0.650649750146345
"GSM3934653",0.330959872861055
"GSM3934654",0.830529363321694
"GSM3934656",0.830799775388648
"GSM3934657",0.850153541387925
"GSM3934659",0.550405231629534
"GSM3934661",0.590342930190189
"GSM3934662",0.41086967226159
"GSM3934663",0.649961285761235
"GSM3934665",0.650044337376888
"GSM3934666",0.40999503712888
"GSM3934667",0.867739896119262
"GSM3934668",0.530251815292316
"GSM3934670",0.610824637021321
"GSM3934671",0.649888419893957
"GSM3934672",0.509802189105381
"GSM3934673",0.709769644790862
"GSM3934675",0.430599514662775
"GSM3934676",0.610740094015753
"GSM3934677",0.730601426095903
"GSM3934678",0.649197590407447
"GSM3934679",0.628940285271941
"GSM3934680",0.649108150445215
"GSM3934682",0.670275913610395
"GSM3934683",0.610188371583122
"GSM3934684",0.68853429842743
"GSM3934685",0.649737842731767
"GSM3934686",0.669475405020789
"GSM3934687",0.349847673777127
"GSM3934688",0.609333091221156
"GSM3934690",0.650032502729296
"GSM3934692",0.649620228093259
"GSM3934693",0.130050996795577
"GSM3934694",0.588618290035637
"GSM3934697",0.688977815992208
"GSM3934698",0.869664334463365
"GSM3934699",0.869970707590605
"GSM3934703",0.589854593504277
"GSM3934705",0.610603911364663
"GSM3934707",0.649284696300487
"GSM3934708",0.610295314348786
"GSM3934709",0.330015681283659
"GSM3934710",0.710514476397733
"GSM3934711",0.551556984895686
"GSM3934712",0.649476124015905
"GSM3934713",0.610087468265407
"GSM3934714",0.149372492669483
"GSM3934715",0.510270128992106
"GSM3934716",0.649988498630782
"GSM3934717",0.309417929847266
"GSM3934719",0.530301309269045
"GSM3934720",0.630431461866622
"GSM3934722",0.610033866819359
"GSM3934723",0.588815321826375
"GSM3934724",0.408937054169479
"GSM3934725",0.72920410636557
"GSM3934727",0.929179084808745
"GSM3934728",0.830184056732695
"GSM3934729",0.830879799625732
"GSM3934730",0.869442738145804
"GSM3934731",0.830317275917907
"GSM3934733",0.870400730797709
"GSM3934734",0.409498940570623
"GSM3934736",0.330150668119705
"GSM3934737",0.61031429587517
"GSM3934738",0.670478326294275
"GSM3934739",0.530419041512676
"GSM3934740",0.590163530580465
"GSM3934741",0.690428678159108
